,type,file_id,name,text,human_rate
38,famous,famous_135_d_1_3.txt,emma watson,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1, is a young woman who has some interesting views. PRONOUN chooses not to define PRONOUN by relationships. PRONOUN is a familiar face from OTHER_IDENTIFYING_ATTRIBUTE_1. PRONOUN is physically attractive but more pretty than beautiful as PRONOUN is still young. PRONOUN is not frightened to speak out when PRONOUN has something political or controversial to say. PRONOUN played PERSON_FIRSTNAME_2 on OTHER_IDENTIFYING_ATTRIBUTE_1 which means a lot of people noticed PRONOUN growing up on the screen. In my opinion, PRONOUN acting had improved in PRONOUN later years as when PRONOUN was very young PRONOUN was a bit wooden in PRONOUN delivery. PERSON_FIRSTNAME_1 was born in LOCATION_1 and is aged NUMERIC_2. PRONOUN went on to go to university despite already obtaining fame and fortunne.",0.0
175,famous,famous_259_d_1_2.txt,ed sheeran,"PRONOUN average height, a musician, has ginger hair and a ginger beard, wears glasses, plays guitar in the majority of PRONOUN music videos as PRONOUN started when PRONOUN was very young, writes PRONOUN own songs as well, PRONOUN usually wears a checkered shirt also has a very casual look / dress sense about PRONOUN, PRONOUN arms are covered in tattoos all very colourful and look really good. PRONOUN's been in many collaborations with different artists such as PERSON_FIRSTNAME_2, PERSON_LASTNAME_1, PERSON_FIRSTNAME_1, PERSON_LASTNAME_2 and so on performing all around the world and is loved by everyone as PRONOUN songs are all based on real events within PRONOUN life and within the world so many people can relate.",0.75
245,famous,famous_321_d_1_10.txt,sam smith,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_2 is an LOCATION_1 singer who's hits include the OTHER_IDENTIFYING_ATTRIBUTE_4 theme """"""""Writing's on the Wall"""""""". PERSON_LASTNAME_2 recently announced they were genderqueer and use the pronouns they/them. Other well known hits include """"""""Lay Me Down"""""""", """"""""Money on My Mind"""""""", """"""""Promises"""""""" and """" OTHER_IDENTIFYING_ATTRIBUTE_1"""""""". PERSON_FIRSTNAME_1 PERSON_LASTNAME_2 has also won many awards including a Golden Globe, an Academy Award, NUMERIC_1 Grammy Awards and NUMERIC_2 Brit Awards. They were born in DATE_1 and are currently worth an estimated NUMERIC_3million. PERSON_FIRSTNAME_1 is well known to suffer from Obsessive Compulsive Disorder and discusses this frequently on Twitter. A couple of other fun facts: PERSON_FIRSTNAME_1 PERSON_LASTNAME_2 is a trained jazz singer and a distant relation of PERSON_FIRSTNAME_2 PERSON_LASTNAME_1 and PERSON_FIRSTNAME_3 PERSON_LASTNAME_1.",1.0
298,famous,famous_36_d_1_3.txt,emma watson,"PERSON_FIRSTNAME_2 is a very famous actress that has played PERSON_FIRSTNAME_3 in the OTHER_IDENTIFYING_ATTRIBUTE_1 film. PRONOUN birth name is PERSON_FIRSTNAME_4 PERSON_LASTNAME_1, PERSON_FIRSTNAME_2 is LOCATION_2 even PRONOUN was born in LOCATION_1, and a very good looking girl. PERSON_FIRSTNAME_2 studied in ORGANIZATION_3 and PRONOUN also has done some modelling. PERSON_FIRSTNAME_2 started acting at the age of NUMERIC_1 and has been honored with a few awards that’s why PRONOUN has won more than NUMERIC_2 million. PRONOUN first appearance in TV was in a ORGANIZATION_2 show called OTHER_IDENTIFYING_ATTRIBUTE_2. In DATE_3 PRONOUN played in an animated film called OTHER_IDENTIFYING_ATTRIBUTE_3, which is based on the eponymous book. PERSON_FIRSTNAME_1 main interest always has been acting but PRONOUN also has done fashion-related work. PRONOUN modelling started in DATE_1 in a LOCATION_2 autumn/winter campaign for the very famous brand the ORGANIZATION_4. PERSON_FIRSTNAME_2 also appeared in Spring/summer campaign in DATE_2. PERSON_FIRSTNAME_2 also worked for Lancôme, and PRONOUN become its face due to run NUMERIC_2 campaigns.",0.0
1064,semifamous,semifamous_342_d_3_3.txt,yassine el ghanassy,Yassine PERSON_LASTNAME_2 is a LOCATION_1 footballer who plays left wing. PRONOUN was born on DATE_4 and started playing football when PRONOUN was NUMERIC_4. PERSON_LASTNAME_2 was signed by the youth team ORGANIZATION_2 and spent som etime playing but left for ORGANIZATION_5 soon after. Although initially being in the youth team PRONOUN played some games in the ORGANIZATION_6 Pro League. PRONOUN first goal was scored in the LOCATION_1 league playoffs in DATE_1 against ORGANIZATION_4. Since that goal PRONOUN has become more popular. On DATE_2 ORGANIZATION_1 confirmed the loan signing of PERSON_LASTNAME_2 from ORGANIZATION_5. PRONOUN signed a season long deal with an option to make the move permanent. PRONOUN scored PRONOUN first goal for ORGANIZATION_1 against ORGANIZATION_3 in the league cup on DATE_3.,0.0
814,semifamous,semifamous_115_d_3_1.txt,enoch lincoln,"PERSON_FIRSTNAME_3 LOCATION_1, very distantly related to PERSON_FIRSTNAME_2 LOCATION_1, was born in Worcester, Massachusetts in DATE_3. PRONOUN father, PERSON_FIRSTNAME_4 PERSON_LASTNAME_2., was a lawyer and most notably served as Attorney General under PERSON_FIRSTNAME_1 PERSON_LASTNAME_1. PERSON_FIRSTNAME_3 LOCATION_1 attended ORGANIZATION_2 where PRONOUN studied law. PRONOUN was the district attorney of LOCATION_5, however, in DATE_2 left practicing law and began a successful career in politics. PRONOUN moved to LOCATION_3 and was elected the as a Democratic Republican representing LOCATION_3. PRONOUN later served as the Governor on LOCATION_3 from DATE_3 until PRONOUN death in DATE_1. PRONOUN was elected a member of the ORGANIZATION_1, now the oldest historical society in LOCATION_4. The town LOCATION_1 in LOCATION_3 is named after PRONOUN.",0.0
946,semifamous,semifamous_234_d_3_2.txt,william bettendorf,"PERSON_FIRSTNAME_6 P. OTHER_IDENTIFYING_ATTRIBUTE_1 was a prolific NUMERIC_6th century OTHER_IDENTIFYING_ATTRIBUTE_2 LOCATION_1 inventor. In PRONOUN short life PRONOUN held almost NUMERIC_1 hundred patents. The most widely used of these include, but are not limited to the power lift sulky plow and the OTHER_IDENTIFYING_ATTRIBUTE_1 metal wheel. Born in LOCATION_3, PRONOUN family moved to LOCATION_4, where PRONOUN father ran a grocers, then on to LOCATION_5. PERSON_FIRSTNAME_6 was educated in a school that was primarily for OTHER_IDENTIFYING_ATTRIBUTE_3, despite being OTHER_IDENTIFYING_ATTRIBUTE_2 LOCATION_1. PERSON_FIRSTNAME_6 married PERSON_FIRSTNAME_5 PERSON_LASTNAME_2 in DATE_1 and together they had NUMERIC_2 children, a boy and a girl named PERSON_FIRSTNAME_1 and PERSON_FIRSTNAME_2. Then PERSON_FIRSTNAME_5 died, so PRONOUN married PERSON_FIRSTNAME_4 PERSON_LASTNAME_1. PRONOUN husband had died, so they probably bonded over a mutual hatred of death.",0.0
272,famous,famous_346_d_1_10.txt,sam smith,"PERSON_FIRSTNAME_5 PERSON_LASTNAME_7 is a well known LOCATION_2 singer and songwriter. PRONOUN wrote the theme song for the OTHER_IDENTIFYING_ATTRIBUTE_2 film Spectre, The Writings on the Wall, PRONOUN also featured on OTHER_IDENTIFYING_ATTRIBUTE_4's OTHER_IDENTIFYING_ATTRIBUTE_3, single. PRONOUN hit the music scene around DATE_2 as PRONOUN was featured on OTHER_IDENTIFYING_ATTRIBUTE_6's first single OTHER_IDENTIFYING_ATTRIBUTE_1. PRONOUN has an amazing soulful voice and takes some influence from PERSON_LASTNAME_2 and PERSON_FIRSTNAME_4 PERSON_LASTNAME_4, so if you've never heard PRONOUN music that should give you an insight into the type of music PRONOUN performs. PRONOUN also listened to a lot of other soulful women singers like PERSON_FIRSTNAME_6 PERSON_LASTNAME_3, PERSON_FIRSTNAME_2 PERSON_LASTNAME_5, PERSON_FIRSTNAME_1 Aguilera, Beyonce and PERSON_FIRSTNAME_3 PERSON_LASTNAME_1. PRONOUN lost a lot of weight recently after struggling with PRONOUN weight. PRONOUN came out as gay in DATE_1 I believe PRONOUN now likes to be known as non binary or queergender. As far as I'm aware PRONOUN now lives in LOCATION_1. PRONOUN most recent net worth is said to be a whopping NUMERIC_5 millions pounds, that's NUMERIC_1 hell of an expensive voice!",0.6666666666666666
1009,semifamous,semifamous_293_d_3_5.txt,kenny kramm,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 is an LOCATION_1 enterpreneur known for making medication taste better. Because the last thing you need when you are ill, is having to ingest something disgusting. Jokes aside, the reason that brought PRONOUN to this 'discovery' was PRONOUN daughter's epilepsy. PRONOUN was refused to swallow the medicine. As medication was necessary to PRONOUN wellbeing, PERSON_FIRSTNAME_1's father suggested to find a way to flavour it. So really it was PERSON_FIRSTNAME_1's father who 'discovered' the trick and I am not sure why PRONOUN is not the guy with PRONOUN own Wikipedia page? I guess, the main point is that we don't have to ingest disgusting medicines.",0.0
154,famous,famous_23_d_1_9.txt,hugh grant,"PRONOUN is an actor who grew up in LOCATION_2, PRONOUN went to school in LOCATION_3 and used to live in the LOCATION_1 area. PRONOUN was in a movie with PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 called OTHER_IDENTIFYING_ATTRIBUTE_1 and in another titled About A boy, that's all I know about PRONOUN, I'm not a fan. People say PRONOUN's not very nice when you meet PRONOUN person, I wouldn't know as I have never met PRONOUN lol. I don't know what else to add to be honest, I have never been interested in PRONOUN or PRONOUN carreer to be honest so I really have no much knowledge about PRONOUN. PRONOUN has blue eyes and brown hair, even though now they are probably grey because of age, I think by now PRONOUN is over NUMERIC_2 years old.",0.5
126,famous,famous_214_d_1_9.txt,hugh grant,This person has been in many many huge hit films and is a great actor. PRONOUN is NUMERIC_2 years old and is married. PRONOUN also has NUMERIC_4 children. The film I always remember PRONOUN by is PERSON_FIRSTNAME_1 PERSON_LASTNAME_2 Diary this is NUMERIC_1 of PRONOUN top films that PRONOUN ever made. PRONOUN is an actor as well as a producer. PRONOUN is a great actor and has made slot of different films from action to comedy to romance films. PERSON_FIRSTNAME_2 PERSON_LASTNAME_1 not only makes films but PRONOUN also has been in a different range of tv shows. Near enough every movie and tv show PRONOUN has made has always been good. MR/MS PERSON_LASTNAME_1 has also received a golden globe award due to PRONOUN talents. PRONOUN comes across as an extremely lovely person.,0.0
847,semifamous,semifamous_145_d_3_2.txt,william bettendorf,"PERSON_FIRSTNAME_2 OTHER_IDENTIFYING_ATTRIBUTE_1 was an inventor PRONOUN is credited with the invention of the power lift plow, the OTHER_IDENTIFYING_ATTRIBUTE_1 metal wheel and the the NUMERIC_1 wheeled railroad truck PRONOUN is highlighted as a LOCATION_2 OTHER_IDENTIFYING_ATTRIBUTE_3. By the age of NUMERIC_2 PRONOUN had NUMERIC_5 patents to PRONOUN name PRONOUN and PRONOUN younger brother founded the ORGANIZATION_1 OTHER_IDENTIFYING_ATTRIBUTE_2 ORGANIZATION_2. PRONOUN was the oldest of NUMERIC_2 PRONOUN was married and had NUMERIC_3 children PERSON_FIRSTNAME_1 and PERSON_FIRSTNAME_3. At the age of NUMERIC_1 PRONOUN became a school teacher. PRONOUN died as the ORGANIZATION_2 was rapidly expanding and before PRONOUN moved into the palatial home PRONOUN was building. The city of ORGANIZATION_1 in LOCATION_1 is named after PRONOUN and PRONOUN brother.",0.0
969,semifamous,semifamous_255_d_3_7.txt,charles black,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 is an american professor born in LOCATION_1. After got PRONOUN master degree in English from ORGANIZATION_2, PRONOUN went to ORGANIZATION_1 where PRONOUN got PRONOUN L.LB (Bachelor of Laws) and after that PRONOUN served the ORGANIZATION_4 as a teacher. PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 never though in that moment, PRONOUN will change the course of American history. PERSON_LASTNAME_1 wrote the OTHER_IDENTIFYING_ATTRIBUTE_2 v. Board of education where it was a law that claimed racial segregation in public school was unconstitutional. At that time, PERSON_LASTNAME_1 was professor at ORGANIZATION_5 and was involved in civil rights. PERSON_LASTNAME_1 not just wrote the OTHER_IDENTIFYING_ATTRIBUTE_2 v. Board of education, PRONOUN also publish several books like The Law of Admiralty, Old and New ways in Judicial Review among others. When PERSON_LASTNAME_1 turn NUMERIC_4, PRONOUN decided to became poet. PRONOUN publish NUMERIC_1 volumes. Moreover, PRONOUN became Jurisprudence Professor in DATE_1 when PRONOUN joined ORGANIZATION_3 where PRONOUN will stay there for thirty NUMERIC_2-years.",0.0
341,famous,famous_46_d_1_6.txt,adele,"PERSON_FIRSTNAME_1 is a talented singer-songwriter who channeled the emotions from PRONOUN heartbreak towards producing PRONOUN record-breaking album, OTHER_IDENTIFYING_ATTRIBUTE_3, released in DATE_1. PERSON_FIRSTNAME_1 later brought PRONOUN typical LOCATION_1 humour and sass to the LOCATION_2 public when PRONOUN appeared on various talk shows, namely on the OTHER_IDENTIFYING_ATTRIBUTE_1 PERSON_LASTNAME_1 segment, OTHER_IDENTIFYING_ATTRIBUTE_2. Most recently, PRONOUN resurfaced from a long break from the public eye and showcased impressive weight loss on PRONOUN latest Instagram post. PERSON_FIRSTNAME_2 also has a hidden talent for rap, which PRONOUN is quite modest about - despite there being many instances of PRONOUN spitting bars on the internet, PRONOUN has yet to do so on PRONOUN commercial albums.",0.3333333333333333
828,semifamous,semifamous_128_d_3_7.txt,charles black,"Born in Austin, Texas, PERSON_LASTNAME_4 graduated from the ORGANIZATION_3 in DATE_2 and later obtained a master's degree in English. PRONOUN received PRONOUN LL.B. from ORGANIZATION_2 in DATE_8, then served in the ORGANIZATION_10 as a teacher and as an associate at Davis, Polk, Wardwell, Sunderland & OTHER_IDENTIFYING_ATTRIBUTE_2. NUMERIC_5] In DATE_7, PRONOUN became a professor of law at the ORGANIZATION_9, where PRONOUN wrote legal briefs for the successful DATE_5 ORGANIZATION_6 v. Board of Education suit. PRONOUN also was involved in civil rights cases in the south. NUMERIC_11] In DATE_4, PRONOUN joined ORGANIZATION_2 as its first Henry R. PERSON_LASTNAME_2 Professor of OCCUPATION_1. PRONOUN was appointed ORGANIZATION_4 Professor of Law in DATE_9. During PRONOUN thirty NUMERIC_1-year career at ORGANIZATION_7, PRONOUN wrote numerous books, including The People and the Court, Structure and Relationship in Constitutional Law, and Impeachment: A Handbook. NUMERIC_11] PERSON_LASTNAME_4's students at ORGANIZATION_7 included PERSON_FIRSTNAME_2 PERSON_LASTNAME_1. NUMERIC_10] An outspoken critic of the death penalty, Professor PERSON_LASTNAME_4 also authored Capital Punishment: The Inevitability of Caprice and Mistake. NUMERIC_10] PERSON_LASTNAME_4, along with PERSON_FIRSTNAME_4 PERSON_LASTNAME_3, co-authored OTHER_IDENTIFYING_ATTRIBUTE_5, an influential text on OTHER_IDENTIFYING_ATTRIBUTE_4. NUMERIC_11] PERSON_LASTNAME_4 was elected a ORGANIZATION_8 in NUMERIC_6. NUMERIC_3] PRONOUN returned to ORGANIZATION_1 in DATE_1, when PRONOUN wife PERSON_FIRSTNAME_1 PERSON_LASTNAME_4 became dean there. PRONOUN served as adjunct professor of law until DATE_6.",0.3333333333333333
287,famous,famous_35_d_1_4.txt,elton john,"PERSON_FIRSTNAME_4 is a famous musician/singer. While PRONOUN is known for PRONOUN various pop songs, PRONOUN also worked on the soundtrack to OTHER_IDENTIFYING_ATTRIBUTE_3' alongside lyricist PERSON_FIRSTNAME_2 PERSON_LASTNAME_3. Of these works, NUMERIC_1 of PRONOUN songs were nominated for the 'Best Original Song' Oscar in DATE_2, of which OTHER_IDENTIFYING_ATTRIBUTE_2' won. More recently, PRONOUN is known for the biopic film OTHER_IDENTIFYING_ATTRIBUTE_1', and PRONOUN musical career was the focus of a Christmas advert for retailer PERSON_FIRSTNAME_1 PERSON_LASTNAME_2. PRONOUN is NUMERIC_2 of music's most prominent gay icons, and is currently married to PERSON_FIRSTNAME_3 PERSON_LASTNAME_1. PRONOUN has previously voiced PRONOUN opinions on all manner of political issues. As well as supporting homosexual rights, PRONOUN was also a vocal supporter of remaining in the LOCATION_1 in DATE_1.",0.0
113,famous,famous_202_d_1_4.txt,elton john,"PERSON_FIRSTNAME_3 under a different name, PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 is a signer, songwriter and philanthropist. PERSON_LASTNAME_1 is NUMERIC_1 of the highest selling recording artists of all time. PRONOUN is gregarious and is known for PRONOUN elaborate on-stage costumes and shows. PRONOUN career spans several decades and features numerous number NUMERIC_1 songs and albums. PERSON_LASTNAME_1 is gay, married to PRONOUN long time partner and is known as a friend of the rapper OTHER_IDENTIFYING_ATTRIBUTE_3. PERSON_FIRSTNAME_1 PERSON_LASTNAME_1's charity work has raised millions for OTHER_IDENTIFYING_ATTRIBUTE_2 charities. PRONOUN wears trademark coloured sunglasses, and was recently played in the film OTHER_IDENTIFYING_ATTRIBUTE_1 by PERSON_FIRSTNAME_2 PERSON_LASTNAME_2. In the past, PERSON_LASTNAME_1 was the chairman and director of Watford F.C, PRONOUN favourite football club. PRONOUN has appeared many times in film and television shows, often playing versions of PRONOUN. In this sense, PERSON_LASTNAME_1 has created a mythos surrounding PRONOUN own name and career.",0.3333333333333333
897,semifamous,semifamous_190_d_3_5.txt,kenny kramm,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 - a spoonful of sugar. PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 was an LOCATION_1 entrepreneur who is famous for making medicine more palatable for children after PRONOUN own daughter refused to take PRONOUN epilepsy medication. PERSON_FIRSTNAME_1 originally trained in advertising, working as an art director before joining PRONOUN father's pharmaceutical company as a business manager. It was in fact PERSON_FIRSTNAME_1's father, PERSON_FIRSTNAME_2, who first suggested the idea of sweetening the medicine to help the girl, and the men worked together to find a solution, eventually turning the idea into the successful business ORGANIZATION_1. PERSON_FIRSTNAME_1 was born in LOCATION_2 in DATE_2 and died of sepsis in DATE_1.",0.0
173,famous,famous_257_d_1_9.txt,hugh grant,"A posh man used to have long wavy hair and was always cast as a posh moron type person. think PRONOUN got into trouble when PRONOUN was caught receiving oral sex from a prostitute? PRONOUN was once in the vicar of LOCATION_2 I think. You don't see much of PRONOUN nowadays, i suppose PRONOUN appeal DATE_1 have gone. PRONOUN was in OTHER_IDENTIFYING_ATTRIBUTE_1 and OTHER_IDENTIFYING_ATTRIBUTE_2 but I have not seen either of those films. I think PRONOUN has won some awards for acting. I don't know much more about PRONOUN, PRONOUN is from LOCATION_1, i suppose PRONOUN has had PRONOUN time and might be semi retired. I believe PRONOUN does a lot of fundraising as a lot of past actors do",0.3333333333333333
359,famous,famous_63_d_1_4.txt,elton john,PERSON_FIRSTNAME_1 is a LOCATION_1 musician and song writer known for PRONOUN ballads and piano music. PRONOUN grew in popularity in the DATE_1 and DATE_2 with PRONOUN fun and upbeat music. PRONOUN is known for flamboyant dress and behaviour and was famously NUMERIC_1 of the first big stars to come out as gay. PRONOUN has a husband and NUMERIC_2 adopted children. PRONOUN is relatively short and likes to wear tinted glasses PRONOUN is known as someone who likes to shop and is particular about PRONOUN appearance. PRONOUN has won numerous awards and wrote the music for OTHER_IDENTIFYING_ATTRIBUTE_3 film the OTHER_IDENTIFYING_ATTRIBUTE_1. PRONOUN is in PRONOUN late NUMERIC_2s. PRONOUN recently had a film made about PRONOUN life called OTHER_IDENTIFYING_ATTRIBUTE_2.,0.3333333333333333
880,semifamous,semifamous_175_d_3_9.txt,walter chorn,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1, was born in Howard County, LOCATION_2 on DATE_4 in DATE_2. PRONOUN was a college football star, playing Guard and Tackle for ORGANIZATION_1 university, Nashville, TN, where PRONOUN won the All-Southern championship in DATE_6. After graduation PRONOUN opened a law office in Fayette, LOCATION_2, where PRONOUN practised for NUMERIC_1 years. In DATE_3 PRONOUN was awarded the position of chief clerk of the commission responsible for revising LOCATION_2's statues. This was followed by a position in the state auditor's office in DATE_1 and DATE_7. What had started out a s a promising legal career was rewarded in DATE_8, when PRONOUN became the chief clerk of the supreme court of LOCATION_2. PRONOUN died on DATE_1 NUMERIC_4, NUMERIC_2 in Kansas City, LOCATION_2, aged just NUMERIC_6.",0.0
57,famous,famous_152_d_1_2.txt,ed sheeran,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_2 is a singer-songwriter from LOCATION_3, England PRONOUN family although are from LOCATION_4, PRONOUN wrote a song called PERSON_FIRSTNAME_2 OTHER_IDENTIFYING_ATTRIBUTE_1 about PRONOUN nan who is from LOCATION_2. PRONOUN has many global hits such as shape of you, A team, Take me back to LOCATION_3, perfect, thinking out loud and many more huge hits across the world, PRONOUN is a ginger male and where’s glasses and has featured in films such as yesterday due to PRONOUN huge success in singing. PRONOUN has NUMERIC_5 albums which all made it to number NUMERIC_1, all PRONOUN albums are named after mathematic symbols x, -, %, and NUMERIC_3 other collaborative albums over the years where PRONOUN co writes with other artists such as storm you, PERSON_FIRSTNAME_3 PERSON_LASTNAME_1 and many more. PRONOUN has won many awards like best feature film, best song etc.",1.0
950,semifamous,semifamous_238_d_3_2.txt,william bettendorf,"PERSON_FIRSTNAME_1 was born in the DATE_1 era in the LOCATION_1 to LOCATION_2 parents. PRONOUN worked PRONOUN way up from store clerk to apprentice to engineer- hardworking and keen to learn as much as PRONOUN could. An engineer, extremely intelligent and dedicated to the progression of PRONOUN specialism. PRONOUN submitted many patents before the age of NUMERIC_3. PRONOUN was an ambitious man with the view that you can both help progress humanity and make money. PRONOUN believed that these things were not mutually exclusive. PRONOUN had NUMERIC_1 children, was widowed and remarried to another widow. PRONOUN spent a long time dedicated to the details of building PRONOUN OTHER_IDENTIFYING_ATTRIBUTE_1-style estate which died soon after.",0.0
222,famous,famous_300_d_1_3.txt,emma watson,"PERSON_FIRSTNAME_5 PERSON_LASTNAME_1 PERSON_FIRSTNAME_5 PERSON_LASTNAME_1 was born PERSON_FIRSTNAME_4 PERSON_LASTNAME_4. PRONOUN was born on the DATE_1. Although PRONOUN is LOCATION_2, PRONOUN was born in LOCATION_5. As a child PRONOUN trained as an actress at the ORGANIZATION_3, studying at the ORGANIZATION_2 Branch in the ORGANIZATION_1. PRONOUN rose to fame as a child when PRONOUN got PRONOUN first prominent role in PRONOUN professional career as PERSON_FIRSTNAME_2 PERSON_LASTNAME_2 in the OTHER_IDENTIFYING_ATTRIBUTE_1 films. Early Life PERSON_FIRSTNAME_5's parents are both Lawyers, PERSON_FIRSTNAME_3 PERSON_LASTNAME_3 and PERSON_FIRSTNAME_1 PERSON_LASTNAME_1. PERSON_FIRSTNAME_5 lived in Mason-Laffitte near LOCATION_6 until PRONOUN was NUMERIC_1 years old. PRONOUN parents divorced when PRONOUN was a child and PERSON_FIRSTNAME_5 moved to live with PRONOUN mother in LOCATION_3 in LOCATION_1. PERSON_FIRSTNAME_5 explains that PRONOUN is able to speak """"""""some french"""""""" but not as well as PRONOUN used to. Personal Life PERSON_FIRSTNAME_5 is single, and describes PRONOUN as """"""""self-partnered"""""""". PRONOUN practises spiritual Universalist as PRONOUN faith. PERSON_FIRSTNAME_5 is a well-loved actress described as an OTHER_IDENTIFYING_ATTRIBUTE_2. PRONOUN is a person who isn't afraid to speak PRONOUN mind. PRONOUN has light brown hair. PRONOUN eyes are dark brown almond. PRONOUN is of medium height.",0.0
280,famous,famous_353_d_1_9.txt,hugh grant,PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 is a LOCATION_1 actor. PRONOUN is a golden globe winner. PRONOUN was born in DATE_1 and is currently NUMERIC_2 years of age. PRONOUN is well known in the LOCATION_2 from PRONOUN old movie successes such as OTHER_IDENTIFYING_ATTRIBUTE_2' and OTHER_IDENTIFYING_ATTRIBUTE_1'. PRONOUN role in OTHER_IDENTIFYING_ATTRIBUTE_1' made PRONOUN the famous person PRONOUN is today. PRONOUN is a funny and romantic actor which everyone loves. PRONOUN is also a film producer. PRONOUN films have grossed over NUMERIC_4 billion dollars which shows how successful PRONOUN has been. PRONOUN is a very spontaneous actor PRONOUN can do many roles such as being a romantic person or playing in a funny role. PRONOUN has a touch of sarcasm which most of PRONOUN fans love. PRONOUN has studied physical mannerisms.,0.0
17,famous,famous_116_d_1_7.txt,daniel radcliffe,"PERSON_FIRSTNAME_2 PERSON_LASTNAME_3 is a LOCATION_1 actor born in LOCATION_2. PRONOUN most famous role is as OTHER_IDENTIFYING_ATTRIBUTE_3 the main character) in the OTHER_IDENTIFYING_ATTRIBUTE_3 franchise. A beloved star adored by many. After completing OTHER_IDENTIFYING_ATTRIBUTE_3 franchise PRONOUN tried diversifying PRONOUN career in order to be known for other movies, not only OTHER_IDENTIFYING_ATTRIBUTE_3. Those movies include OTHER_IDENTIFYING_ATTRIBUTE_1 DATE_2 , OTHER_IDENTIFYING_ATTRIBUTE_5 DATE_1 , OTHER_IDENTIFYING_ATTRIBUTE_4 series A Young Doctor's Notebook & Other Stories,, Viktor Frankenstein, Trainwreck, The Gamechangers and Guns Akimbo.(For full filmography, visit imdb.com). Another interesting fact about PRONOUN is that PRONOUN keeps close friendship with PRONOUN co-stars from OTHER_IDENTIFYING_ATTRIBUTE_3 movies PERSON_FIRSTNAME_4 PERSON_LASTNAME_2 and PERSON_FIRSTNAME_1 PERSON_LASTNAME_1.",0.5
127,famous,famous_215_d_1_10.txt,sam smith,"PERSON_FIRSTNAME_1 PERSON_LASTNAME_1 is an LOCATION_1 singer and songwriter. They are non-binary and prefer they/them pronouns. They originally came out as a gay man, later saying they were non-binary. They sang a OTHER_IDENTIFYING_ATTRIBUTE_1 theme song which won an Oscar for best original song. PERSON_LASTNAME_1 was also the songwriter on this. PERSON_LASTNAME_1's style is primarily romantic ballads. They have been part of collaborations with other artists on dance tracks before coming to fame with their own ballad style of songwriting. They have been around for a number of years now. Their vocals are notable as being high and distinctive. They are white and originally from LOCATION_2 although they have travelled around the world to record and perform. Notable songs of PERSON_LASTNAME_1 include 'Stay with me' and 'too good at goodbyes'",0.5
322,famous,famous_391_d_1_1.txt,benedict cumberbatch,"PRONOUN is an LOCATION_1 actor, most famous for PRONOUN role of OTHER_IDENTIFYING_ATTRIBUTE_4 in the ORGANIZATION_1 adaptation of Arthur Conan Doyles' detective. Born on DATE_2 PRONOUN studied drama at university and has gone on to have a successful career on stage and screen. PRONOUN gained an undergraduate degree in drama from ORGANIZATION_2 then going on to gain an MA in classic acting from ORGANIZATION_4- an institute that PERSON_LASTNAME_4 PRONOUN would be appointed as president in DATE_4. PRONOUN many roles have included- Benvolio (Romeo and Juliet- DATE_1 , Demetrius (A Midsummer's Night Dream- DATE_5 and PERSON_FIRSTNAME_2 PERSON_LASTNAME_3 OTHER_IDENTIFYING_ATTRIBUTE_3 PERSON_LASTNAME_2 DATE_3 the latter of which PRONOUN was nominated for an Olivier Award for. PRONOUN has also undertaken numerous roles for film and television, as well as radio and narration. PERSON_LASTNAME_4 follows a vegan diet and subscribes to a Buddhist philosophy. PRONOUN is an ambassador for the Prince's Trust, and is married to LOCATION_1 theatre and opera director PERSON_FIRSTNAME_1 PERSON_LASTNAME_1.",0.0
